,location,date,people_fully_vaccinated_per_hundred
81019,South Africa,2021-03-05,0.17
81020,South Africa,2021-03-06,0.17
81021,South Africa,2021-03-07,0.17
81022,South Africa,2021-03-08,0.17
81023,South Africa,2021-03-09,0.18
81024,South Africa,2021-03-10,0.22
81025,South Africa,2021-03-11,0.23
81026,South Africa,2021-03-12,0.24
81027,South Africa,2021-03-13,0.25
81029,South Africa,2021-03-15,0.25
81030,South Africa,2021-03-16,0.27
81031,South Africa,2021-03-17,0.28
81032,South Africa,2021-03-18,0.3
81033,South Africa,2021-03-19,0.31
81037,South Africa,2021-03-23,0.33
81038,South Africa,2021-03-24,0.35
81039,South Africa,2021-03-25,0.37
81040,South Africa,2021-03-26,0.39
81041,South Africa,2021-03-27,0.39
81043,South Africa,2021-03-29,0.4
81044,South Africa,2021-03-30,0.42
81045,South Africa,2021-03-31,0.44
81046,South Africa,2021-04-01,0.45
81051,South Africa,2021-04-06,0.46
81052,South Africa,2021-04-07,0.47
81053,South Africa,2021-04-08,0.48
81054,South Africa,2021-04-09,0.49
81055,South Africa,2021-04-10,0.49
81057,South Africa,2021-04-12,0.49
81058,South Africa,2021-04-13,0.49
81073,South Africa,2021-04-28,0.5
81074,South Africa,2021-04-29,0.52
81075,South Africa,2021-04-30,0.54
81076,South Africa,2021-05-01,0.54
81078,South Africa,2021-05-03,0.55
81079,South Africa,2021-05-04,0.6
81080,South Africa,2021-05-05,0.62
81082,South Africa,2021-05-07,0.64
81083,South Africa,2021-05-08,0.64
81085,South Africa,2021-05-10,0.67
81086,South Africa,2021-05-11,0.7
81087,South Africa,2021-05-12,0.73
81088,South Africa,2021-05-13,0.77
81089,South Africa,2021-05-14,0.8
81090,South Africa,2021-05-15,0.81
81091,South Africa,2021-05-16,0.81
81092,South Africa,2021-05-17,0.81
81093,South Africa,2021-05-18,0.81
81094,South Africa,2021-05-19,0.81
81095,South Africa,2021-05-20,0.81
81096,South Africa,2021-05-21,0.81
81097,South Africa,2021-05-22,0.81
81098,South Africa,2021-05-23,0.81
81099,South Africa,2021-05-24,0.81
81100,South Africa,2021-05-25,0.81
81101,South Africa,2021-05-26,0.81
81102,South Africa,2021-05-27,0.81
81103,South Africa,2021-05-28,0.81
81104,South Africa,2021-05-29,0.81
81105,South Africa,2021-05-30,0.81
81106,South Africa,2021-05-31,0.81
81107,South Africa,2021-06-01,0.81
81108,South Africa,2021-06-02,0.81
81109,South Africa,2021-06-03,0.81
81110,South Africa,2021-06-04,0.81
81111,South Africa,2021-06-05,0.81
81112,South Africa,2021-06-06,0.81
81113,South Africa,2021-06-07,0.81
81114,South Africa,2021-06-08,0.81
81115,South Africa,2021-06-09,0.81
81116,South Africa,2021-06-10,0.81
81117,South Africa,2021-06-11,0.81
81118,South Africa,2021-06-12,0.81
81119,South Africa,2021-06-13,0.81
81120,South Africa,2021-06-14,0.81
81121,South Africa,2021-06-15,0.81
81122,South Africa,2021-06-16,0.81
81123,South Africa,2021-06-17,0.81
81124,South Africa,2021-06-18,0.81
81125,South Africa,2021-06-19,0.81
81127,South Africa,2021-06-21,0.81
81455,South America,2021-01-13,0.0
81456,South America,2021-01-14,0.0
81457,South America,2021-01-15,0.0
81458,South America,2021-01-16,0.0
81459,South America,2021-01-17,0.0
81460,South America,2021-01-18,0.0
81461,South America,2021-01-19,0.0
81462,South America,2021-01-20,0.0
81463,South America,2021-01-21,0.01
81464,South America,2021-01-22,0.01
81465,South America,2021-01-23,0.01
81466,South America,2021-01-24,0.01
81467,South America,2021-01-25,0.01
81468,South America,2021-01-26,0.01
81469,South America,2021-01-27,0.01
81470,South America,2021-01-28,0.01
81471,South America,2021-01-29,0.02
81472,South America,2021-01-30,0.02
81473,South America,2021-01-31,0.02
81474,South America,2021-02-01,0.02
81475,South America,2021-02-02,0.02
81476,South America,2021-02-03,0.03
81477,South America,2021-02-04,0.04
81478,South America,2021-02-05,0.04
81479,South America,2021-02-06,0.04
81480,South America,2021-02-07,0.05
81481,South America,2021-02-08,0.06
81482,South America,2021-02-09,0.06
81483,South America,2021-02-10,0.07
81484,South America,2021-02-11,0.08
81485,South America,2021-02-12,0.09
81486,South America,2021-02-13,0.11
81487,South America,2021-02-14,0.11
81488,South America,2021-02-15,0.12
81489,South America,2021-02-16,0.13
81490,South America,2021-02-17,0.2
81491,South America,2021-02-18,0.24
81492,South America,2021-02-19,0.28
81493,South America,2021-02-20,0.32
81494,South America,2021-02-21,0.34
81495,South America,2021-02-22,0.35
81496,South America,2021-02-23,0.38
81497,South America,2021-02-24,0.41
81498,South America,2021-02-25,0.45
81499,South America,2021-02-26,0.49
81500,South America,2021-02-27,0.52
81501,South America,2021-02-28,0.53
81502,South America,2021-03-01,0.53
81503,South America,2021-03-02,0.56
81504,South America,2021-03-03,0.63
81505,South America,2021-03-04,0.71
81506,South America,2021-03-05,0.8
81507,South America,2021-03-06,0.81
81508,South America,2021-03-07,0.81
81509,South America,2021-03-08,0.87
81510,South America,2021-03-09,0.92
81511,South America,2021-03-10,1.0
81512,South America,2021-03-11,1.09
81513,South America,2021-03-12,1.18
81514,South America,2021-03-13,1.23
81515,South America,2021-03-14,1.24
81516,South America,2021-03-15,1.34
81517,South America,2021-03-16,1.41
81518,South America,2021-03-17,1.53
81519,South America,2021-03-18,1.6
81520,South America,2021-03-19,1.66
81521,South America,2021-03-20,1.68
81522,South America,2021-03-21,1.69
81523,South America,2021-03-22,1.75
81524,South America,2021-03-23,1.81
81525,South America,2021-03-24,1.87
81526,South America,2021-03-25,1.93
81527,South America,2021-03-26,1.97
81528,South America,2021-03-27,2.0
81529,South America,2021-03-28,2.01
81530,South America,2021-03-29,2.06
81531,South America,2021-03-30,2.12
81532,South America,2021-03-31,2.2
81533,South America,2021-04-01,2.26
81534,South America,2021-04-02,2.34
81535,South America,2021-04-03,2.36
81536,South America,2021-04-04,2.37
81537,South America,2021-04-05,2.49
81538,South America,2021-04-06,2.59
81539,South America,2021-04-07,2.73
81540,South America,2021-04-08,2.86
81541,South America,2021-04-09,2.99
81542,South America,2021-04-10,3.06
81543,South America,2021-04-11,3.08
81544,South America,2021-04-12,3.21
81545,South America,2021-04-13,3.47
81546,South America,2021-04-14,3.61
81547,South America,2021-04-15,3.66
81548,South America,2021-04-16,3.72
81549,South America,2021-04-17,3.74
81550,South America,2021-04-18,4.0
81551,South America,2021-04-19,4.15
81552,South America,2021-04-20,4.21
81553,South America,2021-04-21,4.3
81554,South America,2021-04-22,4.49
81555,South America,2021-04-23,4.78
81556,South America,2021-04-24,4.88
81557,South America,2021-04-25,4.91
81558,South America,2021-04-26,5.07
81559,South America,2021-04-27,5.28
81560,South America,2021-04-28,5.43
81561,South America,2021-04-29,5.61
81562,South America,2021-04-30,5.74
81563,South America,2021-05-01,5.8
81564,South America,2021-05-02,5.83
81565,South America,2021-05-03,5.94
81566,South America,2021-05-04,6.1
81567,South America,2021-05-05,6.22
81568,South America,2021-05-06,6.29
81569,South America,2021-05-07,6.46
81570,South America,2021-05-08,6.49
81571,South America,2021-05-09,6.51
81572,South America,2021-05-10,6.61
81573,South America,2021-05-11,6.75
81574,South America,2021-05-12,6.89
81575,South America,2021-05-13,7.04
81576,South America,2021-05-14,7.21
81577,South America,2021-05-15,7.33
81578,South America,2021-05-16,7.37
81579,South America,2021-05-17,7.47
81580,South America,2021-05-18,7.59
81581,South America,2021-05-19,7.69
81582,South America,2021-05-20,7.81
81583,South America,2021-05-21,7.84
81584,South America,2021-05-22,7.91
81585,South America,2021-05-23,7.93
81586,South America,2021-05-24,7.98
81587,South America,2021-05-25,8.73
81588,South America,2021-05-26,8.83
81589,South America,2021-05-27,8.93
81590,South America,2021-05-28,9.05
81591,South America,2021-05-29,9.14
81592,South America,2021-05-30,9.17
81593,South America,2021-05-31,9.23
81594,South America,2021-06-01,9.35
81595,South America,2021-06-02,9.44
81596,South America,2021-06-03,9.56
81597,South America,2021-06-04,9.63
81598,South America,2021-06-05,9.69
81599,South America,2021-06-06,9.71
81600,South America,2021-06-07,9.77
81601,South America,2021-06-08,9.85
81602,South America,2021-06-09,10.04
81603,South America,2021-06-10,10.13
81604,South America,2021-06-11,10.29
81605,South America,2021-06-12,10.36
81606,South America,2021-06-13,10.44
81607,South America,2021-06-14,10.53
81608,South America,2021-06-15,10.64
81609,South America,2021-06-16,10.73
81610,South America,2021-06-17,10.95
81611,South America,2021-06-18,11.05
81612,South America,2021-06-19,11.21
81613,South America,2021-06-20,11.26
81614,South America,2021-06-21,11.36
81615,South America,2021-06-22,11.47
82040,South Korea,2021-03-20,0.0
82041,South Korea,2021-03-21,0.0
82042,South Korea,2021-03-22,0.0
82043,South Korea,2021-03-23,0.0
82044,South Korea,2021-03-24,0.01
82045,South Korea,2021-03-25,0.01
82046,South Korea,2021-03-26,0.01
82047,South Korea,2021-03-27,0.01
82048,South Korea,2021-03-28,0.01
82049,South Korea,2021-03-29,0.01
82050,South Korea,2021-03-30,0.02
82051,South Korea,2021-03-31,0.03
82052,South Korea,2021-04-01,0.04
82053,South Korea,2021-04-02,0.05
82054,South Korea,2021-04-03,0.05
82055,South Korea,2021-04-04,0.05
82056,South Korea,2021-04-05,0.05
82057,South Korea,2021-04-06,0.07
82058,South Korea,2021-04-07,0.08
82059,South Korea,2021-04-08,0.1
82060,South Korea,2021-04-09,0.12
82061,South Korea,2021-04-10,0.12
82062,South Korea,2021-04-11,0.12
82063,South Korea,2021-04-12,0.12
82064,South Korea,2021-04-13,0.12
82065,South Korea,2021-04-14,0.12
82066,South Korea,2021-04-15,0.12
82067,South Korea,2021-04-16,0.12
82068,South Korea,2021-04-17,0.12
82069,South Korea,2021-04-18,0.12
82070,South Korea,2021-04-19,0.12
82071,South Korea,2021-04-20,0.12
82072,South Korea,2021-04-21,0.12
82073,South Korea,2021-04-22,0.15
82074,South Korea,2021-04-23,0.19
82075,South Korea,2021-04-24,0.2
82076,South Korea,2021-04-25,0.2
82077,South Korea,2021-04-26,0.25
82078,South Korea,2021-04-27,0.29
82079,South Korea,2021-04-28,0.33
82080,South Korea,2021-04-29,0.39
82081,South Korea,2021-04-30,0.45
82082,South Korea,2021-05-01,0.46
82083,South Korea,2021-05-02,0.46
82084,South Korea,2021-05-03,0.52
82085,South Korea,2021-05-04,0.58
82086,South Korea,2021-05-05,0.63
82087,South Korea,2021-05-06,0.77
82088,South Korea,2021-05-07,0.92
82089,South Korea,2021-05-08,0.98
82090,South Korea,2021-05-09,0.99
82091,South Korea,2021-05-10,1.14
82092,South Korea,2021-05-11,1.3
82093,South Korea,2021-05-12,1.46
82094,South Korea,2021-05-13,1.61
82095,South Korea,2021-05-14,1.77
82096,South Korea,2021-05-15,1.82
82097,South Korea,2021-05-16,1.83
82098,South Korea,2021-05-17,2.03
82099,South Korea,2021-05-18,2.3
82100,South Korea,2021-05-19,2.48
82101,South Korea,2021-05-20,2.89
82102,South Korea,2021-05-21,3.33
82103,South Korea,2021-05-22,3.4
82104,South Korea,2021-05-23,3.41
82105,South Korea,2021-05-24,3.61
82106,South Korea,2021-05-25,3.79
82107,South Korea,2021-05-26,3.93
82108,South Korea,2021-05-27,4.04
82109,South Korea,2021-05-28,4.16
82110,South Korea,2021-05-29,4.18
82111,South Korea,2021-05-30,4.18
82112,South Korea,2021-05-31,4.24
82113,South Korea,2021-06-01,4.29
82114,South Korea,2021-06-02,4.33
82115,South Korea,2021-06-03,4.38
82116,South Korea,2021-06-04,4.44
82117,South Korea,2021-06-05,4.45
82118,South Korea,2021-06-06,4.45
82119,South Korea,2021-06-07,4.49
82120,South Korea,2021-06-08,4.54
82121,South Korea,2021-06-09,4.58
82122,South Korea,2021-06-10,5.14
82123,South Korea,2021-06-11,5.61
82124,South Korea,2021-06-12,5.84
82125,South Korea,2021-06-13,5.86
82126,South Korea,2021-06-14,6.36
82128,South Korea,2021-06-16,7.32
82132,South Korea,2021-06-20,7.9
82133,South Korea,2021-06-21,8.13
82134,South Korea,2021-06-22,8.37
82570,South Sudan,2021-06-14,0.01
82576,South Sudan,2021-06-20,0.02
82931,Spain,2021-01-18,0.0
82932,Spain,2021-01-19,0.02
82933,Spain,2021-01-20,0.03
82934,Spain,2021-01-21,0.1
82935,Spain,2021-01-22,0.15
82937,Spain,2021-01-24,0.19
82938,Spain,2021-01-25,0.26
82939,Spain,2021-01-26,0.37
82940,Spain,2021-01-27,0.41
82941,Spain,2021-01-28,0.54
82944,Spain,2021-01-31,0.77
82945,Spain,2021-02-01,0.9
82946,Spain,2021-02-02,1.07
82947,Spain,2021-02-03,1.25
82948,Spain,2021-02-04,1.46
82951,Spain,2021-02-07,1.68
82952,Spain,2021-02-08,1.79
82953,Spain,2021-02-09,1.9
82954,Spain,2021-02-10,2.02
82955,Spain,2021-02-11,2.14
82958,Spain,2021-02-14,2.29
82959,Spain,2021-02-15,2.35
82960,Spain,2021-02-16,2.39
82961,Spain,2021-02-17,2.45
82962,Spain,2021-02-18,2.5
82965,Spain,2021-02-21,2.56
82966,Spain,2021-02-22,2.58
82967,Spain,2021-02-23,2.61
82968,Spain,2021-02-24,2.63
82969,Spain,2021-02-25,2.66
82972,Spain,2021-02-28,2.7
82973,Spain,2021-03-01,2.71
82974,Spain,2021-03-02,2.75
82975,Spain,2021-03-03,2.8
82976,Spain,2021-03-04,2.87
82979,Spain,2021-03-07,2.96
82980,Spain,2021-03-08,3.02
82981,Spain,2021-03-09,3.1
82982,Spain,2021-03-10,3.22
82983,Spain,2021-03-11,3.39
82987,Spain,2021-03-15,3.62
82988,Spain,2021-03-16,3.7
82989,Spain,2021-03-17,3.86
82990,Spain,2021-03-18,4.04
82994,Spain,2021-03-22,4.51
82995,Spain,2021-03-23,4.61
82996,Spain,2021-03-24,4.87
82997,Spain,2021-03-25,5.12
82998,Spain,2021-03-26,5.36
83001,Spain,2021-03-29,5.57
83002,Spain,2021-03-30,5.66
83003,Spain,2021-03-31,5.82
83004,Spain,2021-04-01,5.98
83006,Spain,2021-04-03,6.08
83008,Spain,2021-04-05,6.1
83009,Spain,2021-04-06,6.21
83010,Spain,2021-04-07,6.29
83011,Spain,2021-04-08,6.46
83012,Spain,2021-04-09,6.57
83015,Spain,2021-04-12,6.65
83016,Spain,2021-04-13,6.71
83017,Spain,2021-04-14,6.81
83018,Spain,2021-04-15,6.96
83019,Spain,2021-04-16,7.12
83022,Spain,2021-04-19,7.3
83023,Spain,2021-04-20,7.38
83024,Spain,2021-04-21,7.72
83025,Spain,2021-04-22,8.06
83026,Spain,2021-04-23,8.26
83028,Spain,2021-04-25,8.44
83029,Spain,2021-04-26,8.6
83030,Spain,2021-04-27,8.91
83031,Spain,2021-04-28,9.44
83032,Spain,2021-04-29,10.03
83035,Spain,2021-05-02,10.94
83036,Spain,2021-05-03,11.13
83037,Spain,2021-05-04,11.54
83038,Spain,2021-05-05,12.18
83039,Spain,2021-05-06,12.74
83042,Spain,2021-05-09,13.31
83043,Spain,2021-05-10,13.53
83044,Spain,2021-05-11,13.91
83045,Spain,2021-05-12,14.36
83046,Spain,2021-05-13,14.92
83049,Spain,2021-05-16,15.43
83050,Spain,2021-05-17,15.66
83051,Spain,2021-05-18,15.98
83052,Spain,2021-05-19,16.46
83053,Spain,2021-05-20,16.82
83056,Spain,2021-05-23,17.39
83057,Spain,2021-05-24,17.65
83058,Spain,2021-05-25,18.04
83059,Spain,2021-05-26,18.43
83060,Spain,2021-05-27,18.83
83063,Spain,2021-05-30,19.72
83064,Spain,2021-05-31,20.12
83065,Spain,2021-06-01,20.7
83066,Spain,2021-06-02,21.34
83067,Spain,2021-06-03,21.94
83070,Spain,2021-06-06,23.53
83071,Spain,2021-06-07,24.08
83072,Spain,2021-06-08,24.71
83073,Spain,2021-06-09,25.44
83074,Spain,2021-06-10,26.2
83077,Spain,2021-06-13,27.4
83078,Spain,2021-06-14,27.82
83079,Spain,2021-06-15,28.45
83080,Spain,2021-06-16,29.18
83081,Spain,2021-06-17,29.81
83084,Spain,2021-06-20,30.87
83085,Spain,2021-06-21,31.54
83545,Sri Lanka,2021-04-29,0.03
83546,Sri Lanka,2021-04-30,0.12
83547,Sri Lanka,2021-05-01,0.3
83548,Sri Lanka,2021-05-02,0.41
83549,Sri Lanka,2021-05-03,0.45
83550,Sri Lanka,2021-05-04,0.56
83551,Sri Lanka,2021-05-05,0.66
83552,Sri Lanka,2021-05-06,0.75
83553,Sri Lanka,2021-05-07,0.83
83555,Sri Lanka,2021-05-09,0.92
83556,Sri Lanka,2021-05-10,0.93
83557,Sri Lanka,2021-05-11,1.0
83558,Sri Lanka,2021-05-12,1.05
83559,Sri Lanka,2021-05-13,1.09
83560,Sri Lanka,2021-05-14,1.14
83562,Sri Lanka,2021-05-16,1.25
83563,Sri Lanka,2021-05-17,1.26
83564,Sri Lanka,2021-05-18,1.38
83565,Sri Lanka,2021-05-19,1.4
83566,Sri Lanka,2021-05-20,1.44
83567,Sri Lanka,2021-05-21,1.48
83568,Sri Lanka,2021-05-22,1.51
83569,Sri Lanka,2021-05-23,1.53
83570,Sri Lanka,2021-05-24,1.56
83571,Sri Lanka,2021-05-25,1.59
83572,Sri Lanka,2021-05-26,1.6
83573,Sri Lanka,2021-05-27,1.61
83574,Sri Lanka,2021-05-28,1.61
83575,Sri Lanka,2021-05-29,1.61
83576,Sri Lanka,2021-05-30,1.62
83577,Sri Lanka,2021-05-31,1.63
83578,Sri Lanka,2021-06-01,1.63
83579,Sri Lanka,2021-06-02,1.64
83582,Sri Lanka,2021-06-05,1.64
83583,Sri Lanka,2021-06-06,1.65
83584,Sri Lanka,2021-06-07,1.65
83585,Sri Lanka,2021-06-08,1.65
83586,Sri Lanka,2021-06-09,1.65
83587,Sri Lanka,2021-06-10,1.69
83588,Sri Lanka,2021-06-11,1.81
83589,Sri Lanka,2021-06-12,2.02
83590,Sri Lanka,2021-06-13,2.38
83591,Sri Lanka,2021-06-14,2.54
83592,Sri Lanka,2021-06-15,2.86
83593,Sri Lanka,2021-06-16,3.16
83594,Sri Lanka,2021-06-17,3.28
83595,Sri Lanka,2021-06-18,3.5
83596,Sri Lanka,2021-06-19,3.68
83597,Sri Lanka,2021-06-20,3.77
83598,Sri Lanka,2021-06-21,3.87
83599,Sri Lanka,2021-06-22,3.93
84044,Sudan,2021-05-30,0.09
84047,Sudan,2021-06-02,0.09
84052,Sudan,2021-06-07,0.14
84053,Sudan,2021-06-08,0.15
84059,Sudan,2021-06-14,0.2
84065,Sudan,2021-06-20,0.23
84484,Suriname,2021-05-04,0.01
84487,Suriname,2021-05-07,0.04
84488,Suriname,2021-05-08,0.09
84491,Suriname,2021-05-11,0.12
84493,Suriname,2021-05-13,0.17
84495,Suriname,2021-05-15,0.27
84497,Suriname,2021-05-17,0.35
84499,Suriname,2021-05-19,0.43
84500,Suriname,2021-05-20,0.76
84501,Suriname,2021-05-21,0.93
84503,Suriname,2021-05-23,1.58
84505,Suriname,2021-05-25,1.84
84506,Suriname,2021-05-26,2.03
84508,Suriname,2021-05-28,2.26
84509,Suriname,2021-05-29,2.47
84512,Suriname,2021-06-01,2.72
84513,Suriname,2021-06-02,2.93
84514,Suriname,2021-06-03,3.18
84516,Suriname,2021-06-05,3.61
84517,Suriname,2021-06-06,3.62
84518,Suriname,2021-06-07,3.65
84519,Suriname,2021-06-08,3.69
84520,Suriname,2021-06-09,3.78
84523,Suriname,2021-06-12,4.31
84524,Suriname,2021-06-13,4.42
84525,Suriname,2021-06-14,4.48
84526,Suriname,2021-06-15,4.52
84527,Suriname,2021-06-16,4.83
84529,Suriname,2021-06-18,5.19
84531,Suriname,2021-06-20,5.29
84532,Suriname,2021-06-21,5.35
84878,Sweden,2021-01-10,0.0
84885,Sweden,2021-01-17,0.0
84892,Sweden,2021-01-24,0.1
84899,Sweden,2021-01-31,0.35
84906,Sweden,2021-02-07,0.9
84913,Sweden,2021-02-14,1.59
84920,Sweden,2021-02-21,2.4
84927,Sweden,2021-02-28,2.92
84934,Sweden,2021-03-07,3.27
84941,Sweden,2021-03-14,3.66
84948,Sweden,2021-03-21,4.21
84955,Sweden,2021-03-28,4.88
84962,Sweden,2021-04-04,5.55
84969,Sweden,2021-04-11,6.47
84976,Sweden,2021-04-18,7.13
84983,Sweden,2021-04-25,7.5
84990,Sweden,2021-05-02,7.77
84997,Sweden,2021-05-09,8.91
85004,Sweden,2021-05-16,10.35
85011,Sweden,2021-05-23,12.33
85018,Sweden,2021-05-30,15.15
85025,Sweden,2021-06-06,18.72
85034,Sweden,2021-06-15,22.29
85035,Sweden,2021-06-16,22.71
85036,Sweden,2021-06-17,23.58
85037,Sweden,2021-06-18,23.93
85041,Sweden,2021-06-22,25.78
85397,Switzerland,2021-02-14,1.19
85398,Switzerland,2021-02-15,1.29
85399,Switzerland,2021-02-16,1.42
85400,Switzerland,2021-02-17,1.61
85401,Switzerland,2021-02-18,1.79
85402,Switzerland,2021-02-19,1.95
85403,Switzerland,2021-02-20,2.0
85404,Switzerland,2021-02-21,2.03
85405,Switzerland,2021-02-22,2.17
85406,Switzerland,2021-02-23,2.35
85407,Switzerland,2021-02-24,2.59
85408,Switzerland,2021-02-25,2.79
85409,Switzerland,2021-02-26,2.97
85410,Switzerland,2021-02-27,3.02
85411,Switzerland,2021-02-28,3.04
85412,Switzerland,2021-03-01,3.17
85413,Switzerland,2021-03-02,3.33
85414,Switzerland,2021-03-03,3.53
85415,Switzerland,2021-03-04,3.7
85416,Switzerland,2021-03-05,3.86
85417,Switzerland,2021-03-06,3.89
85418,Switzerland,2021-03-07,3.91
85419,Switzerland,2021-03-08,4.03
85420,Switzerland,2021-03-09,4.17
85421,Switzerland,2021-03-10,4.32
85422,Switzerland,2021-03-11,4.46
85423,Switzerland,2021-03-12,4.58
85424,Switzerland,2021-03-13,4.61
85425,Switzerland,2021-03-14,4.62
85426,Switzerland,2021-03-15,4.74
85427,Switzerland,2021-03-16,4.89
85428,Switzerland,2021-03-17,5.08
85429,Switzerland,2021-03-18,5.26
85430,Switzerland,2021-03-19,5.41
85431,Switzerland,2021-03-20,5.44
85432,Switzerland,2021-03-21,5.45
85433,Switzerland,2021-03-22,5.57
85434,Switzerland,2021-03-23,5.71
85435,Switzerland,2021-03-24,5.9
85436,Switzerland,2021-03-25,6.04
85437,Switzerland,2021-03-26,6.16
85438,Switzerland,2021-03-27,6.19
85439,Switzerland,2021-03-28,6.21
85440,Switzerland,2021-03-29,6.34
85441,Switzerland,2021-03-30,6.49
85442,Switzerland,2021-03-31,6.68
85443,Switzerland,2021-04-01,6.87
85444,Switzerland,2021-04-02,6.91
85445,Switzerland,2021-04-03,6.94
85446,Switzerland,2021-04-04,6.96
85447,Switzerland,2021-04-05,6.98
85448,Switzerland,2021-04-06,7.19
85449,Switzerland,2021-04-07,7.43
85450,Switzerland,2021-04-08,7.65
85451,Switzerland,2021-04-09,7.84
85452,Switzerland,2021-04-10,7.88
85453,Switzerland,2021-04-11,7.92
85454,Switzerland,2021-04-12,8.06
85455,Switzerland,2021-04-13,8.23
85456,Switzerland,2021-04-14,8.43
85457,Switzerland,2021-04-15,8.6
85458,Switzerland,2021-04-16,8.77
85459,Switzerland,2021-04-17,8.81
85460,Switzerland,2021-04-18,8.83
85461,Switzerland,2021-04-19,8.99
85462,Switzerland,2021-04-20,9.2
85463,Switzerland,2021-04-21,9.47
85464,Switzerland,2021-04-22,9.71
85465,Switzerland,2021-04-23,9.93
85466,Switzerland,2021-04-24,9.99
85467,Switzerland,2021-04-25,10.03
85468,Switzerland,2021-04-26,10.23
85469,Switzerland,2021-04-27,10.48
85470,Switzerland,2021-04-28,10.74
85471,Switzerland,2021-04-29,10.97
85472,Switzerland,2021-04-30,11.08
85473,Switzerland,2021-05-01,11.12
85474,Switzerland,2021-05-02,11.14
85475,Switzerland,2021-05-03,11.23
85476,Switzerland,2021-05-04,11.45
85477,Switzerland,2021-05-05,11.77
85478,Switzerland,2021-05-06,12.1
85479,Switzerland,2021-05-07,12.42
85480,Switzerland,2021-05-08,12.53
85481,Switzerland,2021-05-09,12.6
85482,Switzerland,2021-05-10,12.96
85483,Switzerland,2021-05-11,13.39
85484,Switzerland,2021-05-12,13.9
85485,Switzerland,2021-05-13,14.07
85486,Switzerland,2021-05-14,14.47
85487,Switzerland,2021-05-15,14.61
85488,Switzerland,2021-05-16,14.67
85489,Switzerland,2021-05-17,15.12
85490,Switzerland,2021-05-18,15.64
85491,Switzerland,2021-05-19,16.23
85492,Switzerland,2021-05-20,16.77
85493,Switzerland,2021-05-21,17.26
85494,Switzerland,2021-05-22,17.44
85495,Switzerland,2021-05-23,17.55
85496,Switzerland,2021-05-24,17.75
85497,Switzerland,2021-05-25,18.31
85498,Switzerland,2021-05-26,18.95
85499,Switzerland,2021-05-27,19.49
85500,Switzerland,2021-05-28,20.06
85501,Switzerland,2021-05-29,20.34
85502,Switzerland,2021-05-30,20.51
85503,Switzerland,2021-05-31,21.03
85504,Switzerland,2021-06-01,21.6
85505,Switzerland,2021-06-02,22.27
85506,Switzerland,2021-06-03,22.81
85507,Switzerland,2021-06-04,23.39
85508,Switzerland,2021-06-05,23.71
85509,Switzerland,2021-06-06,23.87
85510,Switzerland,2021-06-07,24.39
85511,Switzerland,2021-06-08,24.97
85512,Switzerland,2021-06-09,25.63
85513,Switzerland,2021-06-10,26.08
85514,Switzerland,2021-06-11,26.59
85515,Switzerland,2021-06-12,26.9
85516,Switzerland,2021-06-13,27.13
85517,Switzerland,2021-06-14,27.58
85518,Switzerland,2021-06-15,28.11
85519,Switzerland,2021-06-16,28.78
85520,Switzerland,2021-06-17,29.37
85521,Switzerland,2021-06-18,29.96
85522,Switzerland,2021-06-19,30.26
85523,Switzerland,2021-06-20,30.47
85982,Syria,2021-06-21,0.03
86500,Taiwan,2021-06-15,0.1
86506,Taiwan,2021-06-21,0.12
86903,Tajikistan,2021-05-30,0.13
86910,Tajikistan,2021-06-06,0.14
86917,Tajikistan,2021-06-13,0.14
87836,Thailand,2021-03-24,0.01
87842,Thailand,2021-03-30,0.04
87844,Thailand,2021-04-01,0.05
87845,Thailand,2021-04-02,0.06
87846,Thailand,2021-04-03,0.06
87847,Thailand,2021-04-04,0.06
87848,Thailand,2021-04-05,0.07
87849,Thailand,2021-04-06,0.07
87850,Thailand,2021-04-07,0.08
87851,Thailand,2021-04-08,0.09
87852,Thailand,2021-04-09,0.1
87853,Thailand,2021-04-10,0.1
87854,Thailand,2021-04-11,0.1
87855,Thailand,2021-04-12,0.11
87856,Thailand,2021-04-13,0.11
87858,Thailand,2021-04-15,0.11
87859,Thailand,2021-04-16,0.12
87860,Thailand,2021-04-17,0.12
87861,Thailand,2021-04-18,0.12
87862,Thailand,2021-04-19,0.14
87863,Thailand,2021-04-20,0.15
87864,Thailand,2021-04-21,0.17
87865,Thailand,2021-04-22,0.19
87866,Thailand,2021-04-23,0.23
87867,Thailand,2021-04-24,0.25
87868,Thailand,2021-04-25,0.25
87869,Thailand,2021-04-26,0.31
87870,Thailand,2021-04-27,0.34
87871,Thailand,2021-04-28,0.41
87872,Thailand,2021-04-29,0.48
87873,Thailand,2021-04-30,0.55
87874,Thailand,2021-05-01,0.55
87875,Thailand,2021-05-02,0.56
87876,Thailand,2021-05-03,0.56
87877,Thailand,2021-05-04,0.61
87878,Thailand,2021-05-05,0.62
87879,Thailand,2021-05-06,0.65
87880,Thailand,2021-05-07,0.67
87881,Thailand,2021-05-08,0.67
87882,Thailand,2021-05-09,0.74
87883,Thailand,2021-05-10,0.76
87884,Thailand,2021-05-11,0.81
87885,Thailand,2021-05-12,0.92
87886,Thailand,2021-05-13,1.01
87889,Thailand,2021-05-16,1.12
87890,Thailand,2021-05-17,1.17
87891,Thailand,2021-05-18,1.23
87892,Thailand,2021-05-19,1.28
87893,Thailand,2021-05-20,1.32
